Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2022/12/14,479,13,5,0,15,1,1,2,12,10,5,21,20,22,48,6,1,3,0,1,8,4,2,20,5,6,85,42,18,8,6,0,1,7,10,3,3,4,4,3,6,0,2,13,2,3,1,27
2022/12/15,489,11,5,0,17,1,1,2,12,9,6,22,18,23,53,6,1,5,0,1,6,4,2,26,5,5,85,42,15,9,9,0,1,7,7,5,3,4,4,3,8,0,2,10,3,2,1,28
2022/12/16,502,8,5,0,17,2,0,2,14,8,6,19,21,30,47,6,1,4,0,1,8,4,5,27,7,6,87,46,13,9,12,0,1,7,9,5,3,4,3,4,10,0,2,10,3,1,1,24
2022/12/17,503,8,5,1,15,2,0,3,14,8,6,23,19,33,45,5,4,4,0,0,8,4,7,30,5,5,89,46,18,8,9,0,2,6,9,5,3,4,3,4,7,0,2,10,2,1,2,19
2022/12/18,496,8,5,1,13,2,0,3,13,8,5,23,20,32,46,5,4,4,0,0,7,5,8,29,4,3,90,45,18,10,9,0,1,6,8,3,3,3,3,4,6,0,3,11,3,1,2,19
2022/12/19,504,7,5,1,14,2,0,3,13,8,5,20,21,32,47,5,5,4,1,0,7,6,8,28,4,3,86,45,20,14,8,0,1,6,9,4,3,3,4,4,6,3,3,12,3,2,2,17
2022/12/20,522,8,5,1,15,2,0,4,13,8,3,25,21,37,50,5,6,4,1,0,9,5,7,28,4,4,87,46,22,14,8,0,2,6,9,3,3,4,4,3,5,2,3,12,3,1,2,18
2022/12/21,548,8,5,1,15,2,0,5,18,9,6,29,16,44,49,5,6,4,1,0,9,5,5,28,4,4,89,51,24,15,8,0,3,6,8,3,4,4,6,3,6,0,4,13,4,1,2,16
2022/12/22,556,9,2,1,20,2,0,6,16,8,11,23,17,42,54,6,6,3,1,0,11,5,5,31,4,5,86,51,22,14,7,0,2,6,8,2,3,4,7,4,8,0,4,14,4,1,3,18
2022/12/23,536,7,1,1,15,2,0,6,16,9,8,23,18,44,50,6,5,4,1,0,9,6,5,35,2,4,77,55,21,16,6,0,3,6,10,2,3,4,6,5,7,0,4,9,3,1,4,17
2022/12/24,548,7,2,1,16,1,0,5,19,7,9,27,15,43,52,5,4,4,1,0,6,6,5,32,2,7,76,54,21,18,3,0,3,11,8,2,3,6,7,5,12,1,3,12,4,2,3,18
2022/12/25,555,7,1,1,16,1,0,5,20,8,10,23,16,44,48,5,5,4,2,0,4,3,6,31,3,8,80,61,20,18,4,0,3,11,6,4,3,8,7,4,12,0,3,10,4,4,4,18
2022/12/26,596,8,2,1,19,2,0,5,20,8,10,28,17,44,58,5,6,5,2,0,4,4,7,35,4,8,79,60,20,17,8,0,3,11,7,5,3,9,7,5,13,1,3,13,5,3,3,19
2022/12/27,584,10,3,0,20,3,0,3,22,9,9,25,18,52,47,5,3,5,1,0,4,2,6,35,4,7,74,61,20,20,4,0,2,11,7,6,4,8,8,5,13,1,3,13,4,4,4,19
2022/12/28,586,9,2,1,18,3,0,1,21,10,11,34,26,49,36,7,5,5,1,0,3,1,9,34,1,5,75,59,22,14,7,0,1,11,9,5,4,10,7,5,14,1,3,13,2,5,6,21
2022/12/29,589,11,2,1,15,2,0,2,23,11,11,38,24,47,36,5,5,5,1,0,2,3,8,31,2,6,77,61,26,12,5,0,1,11,13,3,3,8,6,7,13,1,3,17,1,5,5,20
2022/12/30,610,10,2,1,16,2,0,2,23,12,13,38,25,48,42,4,6,4,1,0,1,3,7,27,3,4,82,67,29,11,5,0,2,11,13,4,3,8,5,7,13,1,3,17,2,5,6,22
2022/12/31,622,10,3,1,19,3,0,2,23,10,14,40,24,46,42,5,6,3,1,0,2,2,6,20,3,7,87,67,30,12,6,0,2,11,14,3,3,6,6,7,18,3,3,16,1,5,6,24
2023/1/1,621,10,3,1,19,3,0,2,21,10,14,37,24,45,46,5,6,3,1,0,3,2,4,19,3,7,86,67,31,11,5,0,2,11,14,4,3,7,7,8,17,3,3,19,1,4,7,23
2023/1/2,636,10,3,0,21,4,0,2,22,10,14,36,25,45,55,5,6,3,1,0,2,3,4,22,3,7,85,69,31,12,5,0,2,11,10,5,3,6,7,8,14,3,3,23,2,3,8,23
2023/1/3,651,10,3,0,20,5,0,2,25,10,14,41,23,45,58,5,5,3,1,0,2,4,4,21,4,8,75,70,30,13,5,0,1,13,12,5,3,6,8,6,16,3,3,29,3,6,7,24
2023/1/4,652,7,4,0,18,4,0,2,31,10,14,42,26,47,61,4,4,2,1,0,2,4,4,21,4,7,75,70,29,9,7,0,1,13,12,5,3,2,7,7,17,3,3,27,3,6,7,27
2023/1/5,678,7,4,0,17,6,0,2,31,11,13,42,31,49,66,3,6,2,1,0,3,4,6,23,5,8,82,69,29,14,8,0,1,13,10,5,2,2,6,7,19,2,0,30,3,3,7,26
2023/1/6,677,8,4,0,13,4,0,2,31,13,11,45,31,53,67,5,7,3,1,0,3,4,6,23,7,6,74,75,26,19,7,0,0,13,12,5,0,2,6,7,16,3,0,29,3,3,10,20
2023/1/7,700,8,5,0,13,4,0,3,31,12,13,43,35,55,69,6,10,3,1,0,3,3,3,27,6,5,70,72,31,15,10,0,1,13,15,5,1,3,5,9,19,2,3,32,1,4,12,19
2023/1/8,684,8,4,0,14,4,0,3,23,13,12,41,35,54,61,6,11,3,1,0,6,3,3,30,8,5,73,71,30,15,11,0,0,13,15,5,1,3,5,10,16,2,3,30,1,3,9,20
2023/1/9,656,8,4,0,13,3,0,3,18,13,10,38,36,55,66,6,8,3,1,0,5,4,3,35,8,6,67,72,29,15,6,0,1,13,15,4,1,5,5,9,16,3,2,25,0,3,9,10
2023/1/10,684,7,4,1,13,3,0,3,22,13,12,36,37,56,64,6,8,2,1,1,5,6,5,30,9,6,65,73,30,16,7,0,0,13,15,3,1,6,5,9,17,3,3,32,0,5,11,20
2023/1/11,694,8,3,1,12,4,0,5,21,12,11,41,31,54,56,8,9,2,1,1,4,7,6,30,9,6,71,72,36,14,8,0,0,13,16,4,3,8,5,8,17,4,2,29,1,6,13,22
2023/1/12,689,8,3,1,12,4,0,5,22,12,13,42,29,49,47,6,7,3,0,1,6,5,11,31,8,8,67,85,31,15,12,0,0,13,15,4,3,6,4,8,19,3,2,28,1,3,12,25
2023/1/13,714,9,3,1,14,4,0,5,21,12,11,44,41,46,44,6,6,2,0,1,5,5,14,34,9,8,72,88,33,16,13,0,1,13,15,3,3,8,5,9,17,3,2,30,0,3,15,20
2023/1/14,697,9,3,0,16,4,0,5,19,11,12,36,39,46,46,6,7,2,0,1,3,6,14,35,8,10,66,87,28,16,12,0,1,14,18,5,3,8,2,5,19,2,2,31,2,4,11,23
2023/1/15,698,10,3,1,18,3,0,5,15,11,12,42,38,43,50,6,4,2,0,2,3,6,15,38,5,8,67,86,25,17,12,0,1,14,18,5,3,6,2,6,19,3,3,29,2,5,11,24
2023/1/16,695,10,3,0,17,3,0,5,20,12,12,42,33,45,50,6,5,2,0,2,3,6,13,40,5,8,67,88,28,14,11,0,0,14,16,4,3,6,2,6,21,4,3,27,2,4,9,24
2023/1/17,709,9,3,0,16,4,0,3,21,10,12,39,35,48,60,3,5,3,0,1,3,6,18,40,4,9,68,89,30,14,7,0,0,14,12,2,3,5,1,7,24,5,5,29,2,3,11,26
2023/1/18,699,9,2,2,16,4,0,3,18,13,9,34,32,44,61,4,4,2,0,0,2,6,18,40,3,8,71,89,24,17,9,0,1,14,16,2,3,3,1,8,25,3,5,26,2,3,11,32
2023/1/19,689,8,2,2,13,2,0,3,22,14,7,33,28,44,61,1,4,2,1,0,2,6,18,37,7,5,74,91,23,14,13,0,1,14,15,1,3,3,1,10,21,4,4,30,2,5,8,30
2023/1/20,676,6,2,2,13,2,0,2,24,12,6,40,26,49,57,1,4,2,1,0,2,6,18,39,6,5,67,90,20,12,13,0,1,14,14,2,4,1,1,8,20,4,4,33,3,5,8,27
2023/1/21,690,6,4,3,11,2,0,2,26,12,10,40,24,43,58,0,5,2,1,0,1,4,19,45,7,5,68,90,19,15,13,0,1,18,17,1,4,1,1,7,24,5,3,31,2,5,6,29
2023/1/22,668,6,5,3,10,2,0,2,23,12,11,36,22,41,52,0,6,2,1,0,3,6,19,43,4,5,70,83,17,12,16,0,0,18,19,1,4,1,1,6,24,7,3,29,3,5,5,30
2023/1/23,652,8,4,2,9,1,0,2,23,12,11,36,23,37,49,0,6,2,1,0,4,5,20,42,4,5,67,83,19,10,14,0,0,18,16,1,4,1,1,5,24,7,3,28,3,5,5,32
2023/1/24,649,8,3,1,6,0,0,4,21,11,10,33,29,36,47,0,9,3,1,1,4,3,19,42,4,3,64,83,19,12,12,0,0,18,15,1,4,3,2,6,22,7,3,28,4,6,5,37
2023/1/25,611,7,3,1,6,1,0,2,20,12,9,30,27,34,45,1,6,3,1,1,2,3,17,37,4,3,57,91,23,8,14,0,0,18,22,1,3,3,2,6,22,6,3,26,2,6,7,16
2023/1/26,589,6,3,1,8,1,0,1,19,11,10,33,28,34,41,0,3,3,2,1,2,2,15,37,6,3,58,86,19,10,9,0,0,18,19,0,5,4,2,6,20,6,3,24,2,4,8,16
2023/1/27,551,6,3,1,7,1,0,1,18,10,9,33,26,31,38,1,3,3,2,1,3,2,13,42,4,2,49,86,16,7,8,0,0,18,15,0,5,4,2,3,19,4,3,21,2,5,10,14
2023/1/28,536,7,4,1,6,1,0,1,22,10,8,30,27,33,36,1,3,3,2,1,1,2,11,40,5,1,48,84,15,9,7,0,0,13,10,0,5,5,2,4,19,4,2,24,2,4,9,14
2023/1/29,533,7,4,1,6,1,0,1,20,9,9,29,26,30,36,1,3,1,2,1,1,3,11,39,4,2,45,85,15,10,9,0,0,13,10,1,5,5,3,6,19,4,2,20,2,3,10,19
2023/1/30,546,7,4,0,8,1,0,1,22,9,9,29,30,30,33,1,3,1,2,2,1,3,12,40,5,1,47,86,15,11,5,0,0,13,10,1,5,5,3,6,19,4,2,22,2,5,10,21
2023/1/31,511,6,4,0,11,1,0,1,21,8,9,27,20,32,31,2,3,1,2,2,1,3,8,38,5,1,45,86,17,11,4,0,0,13,7,1,5,4,4,5,15,3,1,21,2,5,8,17
2023/2/1,499,5,1,0,10,2,0,1,18,7,10,27,23,34,33,3,3,1,1,1,2,4,9,39,5,1,43,84,19,9,5,0,0,13,6,1,4,3,4,4,13,3,0,16,2,5,8,17
2023/2/2,484,5,0,0,11,2,0,0,19,6,10,26,21,35,29,3,4,3,1,1,3,3,7,32,6,1,41,78,18,10,5,0,1,13,5,1,4,4,4,8,12,3,2,19,1,5,8,14
2023/2/3,448,6,0,0,12,3,0,0,18,6,8,28,21,28,26,1,4,2,0,1,3,3,7,27,6,1,35,74,20,9,4,0,1,13,8,1,2,3,4,7,12,2,2,18,0,4,6,12
2023/2/4,423,5,0,0,11,3,0,0,19,6,8,23,18,34,28,2,4,1,0,1,1,3,8,27,5,2,33,68,22,8,5,0,1,6,6,1,1,4,4,4,10,1,2,17,1,2,6,12
2023/2/5,408,5,0,0,9,3,0,0,17,8,7,21,17,38,26,2,4,1,1,1,1,4,7,26,5,1,31,64,25,8,4,0,1,6,4,0,1,5,4,5,10,1,2,15,0,2,5,11
2023/2/6,411,5,0,0,8,3,0,0,18,8,7,22,16,39,33,2,4,1,1,1,1,3,7,24,5,1,32,63,25,8,4,0,1,6,5,0,1,5,4,4,11,1,2,15,0,3,5,7
2023/2/7,396,3,0,0,11,3,0,0,15,8,7,20,14,41,34,1,4,0,1,0,1,4,3,25,5,1,34,63,16,9,6,0,1,6,6,0,1,4,5,4,12,1,2,12,1,1,5,6
2023/2/8,382,4,0,0,8,3,0,0,15,9,7,17,13,35,32,1,3,0,1,0,1,5,5,26,5,0,34,64,13,8,6,0,1,6,6,0,2,4,5,3,12,1,2,14,1,2,3,5
2023/2/9,353,5,0,0,7,2,0,0,13,8,7,17,13,32,32,1,2,1,1,0,0,5,3,27,5,1,30,57,10,5,6,0,1,6,4,0,2,4,5,2,9,1,4,15,1,2,4,3
2023/2/10,319,4,0,0,5,2,0,0,14,9,4,21,13,30,28,1,2,1,0,0,0,5,2,23,5,1,26,54,9,0,5,0,1,6,4,1,3,4,3,2,9,2,4,9,1,0,3,3
2023/2/11,306,4,0,0,4,3,0,0,15,9,5,19,14,22,25,1,2,1,0,0,1,4,3,21,5,1,31,51,6,5,5,0,1,5,3,1,3,4,3,3,8,2,4,8,0,0,2,2
2023/2/12,292,4,0,0,4,3,0,0,14,9,4,19,14,22,27,1,2,1,0,0,1,4,4,19,6,0,24,47,6,4,4,0,1,5,4,1,3,4,3,2,8,2,4,7,0,1,2,2
2023/2/13,278,4,0,0,6,2,0,0,14,8,4,18,11,21,20,1,2,1,0,0,1,4,4,17,6,1,23,47,4,4,4,0,1,5,4,1,3,3,3,5,8,2,4,9,0,1,1,1
2023/2/14,255,5,1,0,6,1,1,0,12,6,3,19,10,18,13,1,1,1,0,0,1,3,2,17,6,1,23,47,5,4,6,0,1,5,3,0,2,3,4,2,6,0,3,8,0,1,1,3
2023/2/15,262,6,1,0,5,1,1,0,11,5,4,21,10,17,13,1,1,1,0,0,1,3,2,16,6,2,25,45,7,6,6,0,1,5,4,0,2,3,5,4,6,0,2,8,0,1,1,3
2023/2/16,247,6,1,0,5,1,1,0,10,5,4,17,9,16,12,0,1,3,0,0,1,2,3,17,7,1,27,44,7,6,3,0,0,5,4,0,2,3,5,3,4,0,1,7,0,1,1,2
2023/2/17,230,6,0,0,5,2,1,0,9,5,3,17,9,16,9,1,1,3,0,0,1,2,2,13,7,1,28,41,8,5,3,0,0,5,3,0,1,2,5,3,4,0,0,5,0,1,1,2
2023/2/18,224,7,0,0,7,2,1,0,9,6,3,15,8,16,9,1,1,3,0,0,1,2,3,15,6,2,22,37,7,5,3,0,0,9,3,0,1,2,5,4,4,0,0,2,0,1,0,2
2023/2/19,222,7,0,0,8,2,1,0,8,6,3,15,8,13,13,1,1,3,0,0,1,2,3,13,4,2,25,39,6,5,2,0,0,9,2,0,1,2,5,1,4,0,1,4,0,1,0,1
2023/2/20,224,8,0,0,8,2,1,0,8,6,2,13,8,13,17,1,1,3,0,0,1,2,3,13,4,2,26,39,5,5,3,0,0,9,3,0,1,2,4,0,4,0,1,3,0,2,0,1
2023/2/21,222,4,0,0,8,1,1,4,8,6,2,17,8,12,15,0,1,3,0,0,0,2,5,13,4,1,25,39,9,4,2,0,0,9,3,0,1,3,3,0,4,0,1,3,0,0,0,1
2023/2/22,205,3,0,0,8,1,1,0,8,4,4,14,9,10,17,0,1,3,0,0,0,2,2,12,5,1,24,34,9,1,3,0,0,9,1,1,0,3,3,0,5,0,1,5,0,0,0,1
2023/2/23,196,3,0,0,8,2,1,0,7,4,3,14,9,10,17,0,1,4,0,0,0,2,2,10,3,1,21,30,7,4,1,0,0,9,3,1,0,3,3,1,6,0,1,4,0,0,0,1
2023/2/24,180,3,0,0,8,2,1,0,7,4,3,12,7,12,15,0,1,3,0,0,0,2,1,8,2,1,20,29,9,0,1,0,0,9,3,1,0,3,3,1,4,0,1,4,0,0,0,0
2023/2/25,179,4,0,0,8,2,1,0,6,5,4,13,7,11,18,0,1,2,0,0,0,2,3,5,2,1,17,29,8,3,1,0,1,5,2,1,0,3,3,3,3,0,1,4,0,0,0,0
2023/2/26,167,4,0,0,5,2,1,0,5,5,2,12,7,11,18,0,1,2,0,0,0,2,3,6,2,0,13,28,7,3,1,0,1,5,2,1,0,2,3,4,3,0,1,5,0,0,0,0
2023/2/27,169,4,0,0,6,2,1,0,4,5,2,13,8,12,14,0,1,2,0,0,0,2,4,7,2,0,13,28,7,3,1,0,1,5,2,2,0,3,3,3,3,0,1,5,0,0,0,0
2023/2/28,162,2,0,0,4,2,1,0,3,5,2,12,7,13,11,0,0,2,0,0,1,2,3,6,2,1,11,28,10,3,0,0,1,5,3,2,0,3,3,5,3,0,1,5,0,0,0,0
2023/3/1,149,2,0,0,2,2,1,0,2,5,2,10,6,11,8,0,0,2,0,0,1,2,3,6,1,1,14,27,9,1,1,0,1,5,2,2,0,3,3,4,3,0,1,5,0,0,1,0
2023/3/2,138,2,0,0,4,1,0,0,2,4,1,11,6,13,8,0,0,2,0,0,1,2,2,3,2,1,11,25,7,0,0,0,1,5,4,1,0,3,3,4,3,0,1,4,1,0,0,0
2023/3/3,127,2,0,0,4,1,0,0,1,4,1,9,6,11,8,0,0,1,0,0,1,2,1,6,1,1,11,24,6,0,0,0,0,5,2,1,0,2,3,5,2,0,0,4,1,0,1,0
2023/3/4,127,2,0,0,6,1,0,0,2,3,2,8,6,9,8,0,0,1,0,0,1,1,2,5,1,1,12,22,5,0,0,0,0,7,3,1,0,3,3,4,2,0,0,4,2,0,0,0
2023/3/5,128,2,0,0,6,1,0,0,2,3,1,8,5,9,9,0,1,0,0,0,1,1,2,9,1,1,11,23,4,0,1,0,0,7,3,1,0,2,3,4,2,0,0,3,2,0,0,0
2023/3/6,124,2,0,0,4,1,0,0,2,3,1,8,6,9,8,0,1,0,0,0,1,1,2,8,1,1,11,23,4,0,1,0,0,7,3,1,0,2,3,3,2,0,0,3,2,0,0,0
2023/3/7,128,1,0,0,6,2,0,0,2,3,1,8,6,8,9,2,1,0,0,0,1,1,1,8,1,1,10,23,7,0,1,0,0,7,2,1,0,2,3,2,2,0,1,2,2,0,1,0
2023/3/8,123,1,0,0,5,2,0,1,2,2,1,7,5,8,8,2,1,0,0,0,2,2,1,7,1,1,13,19,6,0,1,0,0,7,2,1,0,2,3,3,3,0,1,1,2,0,0,0
2023/3/9,121,2,0,0,5,2,0,2,2,2,2,6,5,8,10,1,1,0,0,0,2,2,0,6,1,1,13,18,6,0,1,0,0,7,3,1,0,2,2,1,3,0,1,1,2,0,0,0
2023/3/10,114,2,0,0,4,2,0,2,1,2,2,6,5,8,9,1,1,0,0,0,1,2,0,4,1,1,15,15,8,0,1,0,0,7,3,1,0,1,1,1,3,1,1,1,1,0,0,0
2023/3/11,102,2,0,0,4,2,0,2,1,2,2,5,5,7,7,2,1,0,0,0,1,2,0,4,1,1,15,13,6,1,1,0,0,4,2,1,0,1,1,1,2,1,1,0,1,0,0,0
2023/3/12,107,2,0,0,4,2,0,0,1,2,1,7,5,7,7,2,1,0,0,0,1,2,0,5,1,1,18,14,6,0,1,0,1,4,2,1,0,1,1,1,2,1,1,0,1,0,1,0
2023/3/13,110,2,0,0,5,2,0,0,1,2,1,7,5,7,7,2,1,0,0,0,1,2,0,5,1,1,19,14,7,0,1,0,1,4,2,1,0,1,1,1,2,1,1,0,1,0,1,0
2023/3/14,116,3,0,0,7,2,0,3,0,3,1,6,4,8,9,2,0,0,0,0,1,2,0,5,1,1,18,14,6,0,1,0,1,4,3,1,0,1,1,1,3,1,1,0,1,0,1,0
2023/3/15,110,3,0,0,3,1,0,3,0,3,0,6,4,7,9,1,0,0,0,0,0,2,0,5,0,0,26,15,6,0,0,0,1,4,2,1,0,1,1,1,1,1,1,1,1,0,0,0
2023/3/16,102,3,0,0,3,1,0,3,0,3,0,6,4,7,8,2,0,0,0,0,0,2,0,3,0,0,17,17,5,0,1,1,1,4,0,1,0,2,1,1,1,1,1,2,1,0,0,0
2023/3/17,89,3,0,0,3,1,0,3,0,2,0,7,4,8,5,1,0,0,0,0,0,1,0,2,0,0,13,15,4,0,2,0,1,4,0,1,0,2,1,1,2,0,2,1,0,0,0,0
2023/3/18,83,3,0,0,1,1,0,3,0,1,0,7,4,6,5,1,0,0,0,0,0,1,0,2,0,0,12,15,6,0,2,0,1,2,0,1,0,2,1,0,3,0,2,1,0,0,0,0
2023/3/19,76,3,0,0,2,1,0,0,0,1,0,5,4,6,4,1,0,0,0,0,0,1,0,1,0,0,12,15,5,0,2,0,1,2,0,1,0,2,1,0,3,0,2,1,0,0,0,0
2023/3/20,72,3,0,0,2,1,0,0,0,0,0,5,2,6,5,1,0,0,0,0,0,1,0,1,0,0,11,14,5,0,2,0,1,2,0,1,0,2,1,0,3,0,2,1,0,0,0,0
2023/3/21,75,3,0,0,2,1,0,2,1,0,0,5,3,4,4,2,0,0,0,0,0,1,0,1,0,0,11,14,5,0,2,0,1,2,0,1,0,2,2,0,3,0,2,1,0,0,0,0
2023/3/22,72,2,0,0,2,1,0,2,1,0,0,5,3,4,4,2,0,0,0,0,0,1,0,1,0,0,10,12,4,0,1,0,1,2,0,1,0,2,2,2,3,0,2,2,0,0,0,0
2023/3/23,70,3,0,0,2,1,0,0,2,0,1,5,2,4,3,1,0,0,0,0,0,1,0,1,0,0,11,12,4,0,1,0,1,2,1,0,0,2,2,1,3,0,2,2,0,0,0,0
2023/3/24,67,3,0,0,2,1,0,2,1,0,1,4,2,3,5,0,0,1,0,0,0,1,0,1,1,0,9,11,3,0,0,0,1,2,1,0,0,2,2,1,3,0,2,2,0,0,0,0
2023/3/25,59,3,0,0,2,1,0,2,3,0,0,2,2,2,4,0,0,0,0,0,0,1,0,0,0,0,11,8,2,1,0,0,1,2,1,0,0,1,2,0,3,0,2,2,0,0,1,0
2023/3/26,55,3,0,0,2,1,0,0,2,0,0,1,2,1,4,0,0,0,0,0,0,1,0,0,0,0,15,6,2,0,1,0,1,2,1,0,0,1,2,0,3,0,2,1,0,0,1,0
2023/3/27,65,4,0,0,2,1,0,0,3,0,1,3,3,1,4,0,0,0,0,0,1,1,0,1,0,1,15,6,2,2,1,0,1,2,1,0,0,1,2,0,3,0,1,1,0,0,1,0
2023/3/28,68,4,0,0,3,1,0,2,3,0,1,2,3,2,4,0,0,0,0,0,1,1,0,1,0,1,13,6,3,2,1,0,1,2,1,0,0,1,3,0,3,0,1,1,0,0,1,0
2023/3/29,67,5,0,0,3,1,0,2,2,0,1,1,3,2,4,0,0,0,0,0,2,1,0,1,0,1,12,6,4,1,1,0,1,2,1,0,0,1,2,0,4,0,1,1,0,0,1,0
2023/3/30,68,4,0,0,3,1,0,1,2,0,1,1,3,3,5,1,0,0,0,0,2,1,0,1,0,1,14,6,4,0,1,0,1,2,2,0,0,1,2,0,3,0,0,1,0,0,1,0
2023/3/31,65,4,0,0,2,1,0,1,2,1,1,1,2,5,3,1,0,0,0,0,2,1,0,1,0,1,14,5,4,0,1,0,0,2,2,0,0,1,2,0,2,0,0,1,0,1,1,0
2023/4/1,62,5,0,0,2,1,0,1,2,2,1,1,2,5,1,0,1,0,0,0,1,0,0,1,0,1,10,6,4,2,1,0,0,1,3,0,0,1,2,0,1,1,0,1,0,1,1,0
2023/4/2,48,5,0,0,1,0,0,0,2,2,1,1,2,4,2,0,1,0,0,0,1,0,0,1,0,0,6,5,4,0,1,0,0,1,1,0,0,1,2,0,1,1,0,1,0,0,1,0
2023/4/3,51,5,0,0,2,0,0,0,2,3,1,1,2,4,2,0,1,0,0,0,1,0,0,2,0,0,4,5,4,2,1,0,0,1,1,0,0,1,2,0,1,1,0,1,0,0,1,0
2023/4/4,53,5,0,1,4,0,1,1,2,2,0,2,2,3,2,0,1,0,0,0,1,0,0,2,0,0,5,5,1,2,1,0,0,1,1,0,0,1,2,0,1,1,0,2,0,0,1,0
2023/4/5,62,4,0,1,5,0,1,1,1,0,1,2,4,3,5,1,0,0,0,0,0,0,0,2,0,0,7,7,4,2,1,0,0,1,1,1,0,1,2,0,1,1,0,0,0,0,2,0
2023/4/6,57,4,0,1,3,0,1,1,1,0,1,2,3,2,7,1,0,0,0,0,0,0,0,2,0,0,6,7,3,1,1,0,0,1,2,1,0,1,2,0,1,1,0,0,0,0,1,0
2023/4/7,52,4,0,2,2,0,1,1,1,0,1,1,3,3,7,1,0,0,0,1,0,0,0,2,0,0,5,6,1,1,1,0,0,1,2,0,0,1,2,0,1,0,0,0,0,0,1,0
2023/4/8,54,4,0,2,2,0,1,0,1,0,1,1,3,3,8,3,1,0,0,1,0,0,0,2,0,0,5,6,2,1,1,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0
2023/4/9,60,4,0,2,2,0,1,0,1,0,1,1,3,2,8,3,1,0,0,1,0,0,0,1,0,0,7,8,2,1,2,0,0,1,2,0,0,1,2,0,0,0,0,2,0,0,0,1
2023/4/10,65,4,0,2,3,0,1,0,1,1,1,1,3,3,8,3,1,0,0,1,0,0,0,1,0,0,7,8,3,1,2,0,0,1,3,0,0,1,2,0,0,0,0,2,0,0,0,1
2023/4/11,60,2,0,2,3,0,0,0,1,0,1,1,3,3,7,2,1,0,0,1,0,0,0,1,0,0,7,8,2,2,1,0,0,1,4,1,0,1,2,0,0,0,0,2,0,0,0,1
2023/4/12,63,2,1,2,3,0,0,0,1,0,0,1,4,5,5,2,1,0,0,1,0,0,1,1,0,0,9,8,0,2,3,0,0,1,3,1,0,1,2,0,0,0,0,2,0,0,0,1
2023/4/13,62,2,1,2,2,0,0,0,1,0,0,1,3,7,6,2,1,0,0,0,0,1,0,3,0,0,6,8,1,2,3,0,0,1,1,1,0,2,2,0,0,0,0,2,0,0,0,1
2023/4/14,57,2,1,1,1,0,0,0,1,0,0,2,2,6,6,1,1,0,0,0,0,0,0,3,0,0,7,9,0,2,3,0,0,1,2,0,0,2,1,0,0,0,0,2,0,0,0,1
2023/4/15,52,2,0,1,1,0,0,0,1,0,0,2,2,4,6,1,1,0,0,0,0,0,0,3,0,0,7,7,0,0,3,0,0,1,2,0,0,1,1,0,2,0,0,2,0,0,0,2
2023/4/16,59,2,0,1,1,0,0,0,2,0,0,2,1,5,6,1,1,0,0,1,0,0,0,3,0,0,13,7,1,0,3,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,0,2
2023/4/17,52,3,0,1,1,0,0,0,1,0,0,2,0,5,2,1,1,0,0,0,0,0,0,3,0,0,12,7,1,0,2,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,1,2
2023/4/18,56,2,0,1,1,0,0,0,1,1,0,1,0,6,5,1,1,0,0,0,0,0,1,3,0,0,10,7,2,0,3,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,1,2
2023/4/19,62,3,0,1,1,0,0,0,0,1,1,1,0,7,4,1,1,0,0,0,0,1,1,3,0,0,13,8,2,0,2,0,0,1,3,0,0,1,1,0,1,0,0,1,0,0,1,2
2023/4/20,62,3,1,1,0,0,0,0,0,2,1,3,0,5,4,1,1,0,0,0,0,1,0,3,0,0,14,7,2,0,2,0,0,1,2,0,0,1,1,0,1,0,0,3,0,0,0,2
2023/4/21,61,2,1,1,0,0,0,0,0,2,1,2,0,6,5,0,0,0,0,0,0,1,0,3,0,0,14,7,2,0,2,0,0,1,3,0,0,1,1,0,0,0,0,3,0,0,0,3
2023/4/22,57,2,0,1,0,0,0,0,0,3,1,2,0,4,5,1,0,0,0,0,0,1,0,2,0,0,15,7,0,0,2,0,0,1,2,0,0,1,2,0,0,0,0,2,0,0,0,3
2023/4/23,58,2,0,1,0,0,0,0,0,4,2,3,0,4,5,1,0,0,0,0,0,1,0,3,0,0,16,7,0,0,2,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0
2023/4/24,56,2,0,1,0,0,0,0,0,4,0,3,0,4,4,1,0,0,0,0,0,1,0,3,0,0,15,7,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,4
2023/4/25,61,2,0,1,1,0,0,0,0,2,0,3,0,5,5,1,0,0,0,0,0,1,0,3,0,0,16,8,0,0,3,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,3
